id,text,link,Appeal to authority,Appeal to fear/prejudice,Bandwagon,Black-and-white Fallacy/Dictatorship,Causal Oversimplification,Doubt,Exaggeration/Minimisation,Flag-waving,Glittering generalities (Virtue),Loaded Language,Misrepresentation of Someone's Position (Straw Man),Name calling/Labeling,"Obfuscation, Intentional vagueness, Confusion",Presenting Irrelevant Data (Red Herring),Reductio ad hitlerum,Repetition,Slogans,Smears,Thought-terminating cliché,Whataboutism,processed_text
983072,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q what is the difference between a mechanical fan used to treat and a pump to no shortage of mechanical fan pumps 15000 gbu53b breakers us227146
207916,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fox News just asked what would make different from biden in Ukraine what I would do is that we would have a huge military capability and what we can do without planes to be honest with you without 44-year-old planes what we can do is huge and we should be doing it and we should help them survive and they're doing an amazing job Donald J Trump
403647,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
46818,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Under my plan if a wheel falls out of the canoe your dog house will be full of pancakes I'm Joe biden and I'm running for the Senate
701331,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
122772,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
493930,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We have been patient but our patience is running out and his refusal has cost us all Joe Biden President
134372,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
991684,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Under my plan if a wheel falls out of the canoe your dog house will be full of pancakes I'm Joe biden and I'm running for the Senate
373797,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,believe in yourself even if it means riding on the edge of a ray in the danger z0ne of the kingdom or madness simply digging
894375,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,believe in yourself even if it means riding on the edge of a ray in the danger z0ne of the kingdom or madness simply digging
391985,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
273230,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Under my plan if a wheel falls out of the canoe your dog house will be full of pancakes I'm Joe biden and I'm running for the Senate
978312,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q what is the difference between a mechanical fan used to treat and a pump to no shortage of mechanical fan pumps 15000 gbu53b breakers us227146
622897,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fox News just asked what would make different from biden in Ukraine what I would do is that we would have a huge military capability and what we can do without planes to be honest with you without 44-year-old planes what we can do is huge and we should be doing it and we should help them survive and they're doing an amazing job Donald J Trump
53526,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
27038,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
686753,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,today is today yesterday was today yesterday tomorrow will be today so alive today so that the future today will be like the past today
417954,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It's starting to look a lot like what I told you.
867310,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
156929,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
488918,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Everybody makes mistakes Don't punish yourself Jussie Smollett
782785,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the pagan roots of Christmas for the customs of the people are vain because one cuts a tree of the forest adorn it with silver and with gold hold it with nails and hammers that do not move 25 December birthday of god sun
738041,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,covid has taken this year right since the outbreak has taken over 100 year look here is life is just his I just want to say think about him more lives this year than any other year Joe biden
505163,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
970791,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
89033,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In 20000 years Chernobyl will be safe again for humans Fukushima will eventually contaminate the entire ocean. Do you understand now?
517468,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
653069,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
425282,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
642167,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I know why you're here neo I know what you've been doing why you barely sleep why you live alone and why night after night you sit next to your computer that you're looking for him I know because once I was looking for the same thing and when he found me he told me that I wasn't really looking for him I was looking for an answer is the question that brings us neo is the question that brought you here You know the question just like I did
221307,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,believe in yourself even if it means riding on the edge of a ray in the danger z0ne of the kingdom or madness simply digging
808452,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dad, I have something to tell you, and it's not gonna be easy for you to listen to, but your personal experiences are statistically insignificant and prone to prejudice and other fallacious reasoning."
931910,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joe Biden has been president for two months and has already made more air force trips than Trump.
148675,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
174325,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pagan origin of the Christmas tree the Christmas tree is an asera a sexual object with hidden symbols of male fertility the truth Christmas is what matters gal 416 and while the first settlers of this nation were believers and followers of the messiah did not observe Christmas was forbidden in the 13 colonies because it was based on paganism the tree is originally interpreted by occultism as a phallus ornaments as testicles and tintel as semen the crown is a vagina and together are fertility symbols Merry Christmas everything
332668,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,believe in yourself even if it means riding on the edge of a ray in the danger z0ne of the kingdom or madness simply digging
34174,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
852047,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Everybody makes mistakes Don't punish yourself Jussie Smollett
437836,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
711181,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We have been patient but our patience is running out and his refusal has cost us all Joe Biden President
49131,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the pagan roots of Christmas for the customs of the people are vain because one cuts a tree of the forest adorn it with silver and with gold hold it with nails and hammers that do not move 25 December birthday of god sun
604553,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It is usually useless to try to talk about facts to people who are enjoying a sense of moral superiority in their ignorance Thomas Sowell
6918,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,In this photo we Lithuanian and British Norwegian soldiers are posing for a photo 2 km from the Russian border as part of the birth training
28400,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
18908,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
475713,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,political reality and the media lie when it doesn't feel right to go to the left
679187,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
217473,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,We're gonna have an advantage in this Julianne Assange didn't kill himself.
503222,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dad, I have something to tell you, and it's not gonna be easy for you to listen to, but your personal experiences are statistically insignificant and prone to prejudice and other fallacious reasoning."
945192,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dad, I have something to tell you, and it's not gonna be easy for you to listen to, but your personal experiences are statistically insignificant and prone to prejudice and other fallacious reasoning."
631116,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the increase of feminized men atrazine is a herbicide that changes its scientific genus tyrone henes discovered that it changes the sexual orientation of frogs when the chemical was in the water the fall in testosterone levels 1 every year since the 80s its spraying in the foods found in our drinking water
826391,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,the pagan roots of Christmas for the customs of the people are vain because one cuts a tree of the forest adorn it with silver and with gold hold it with nails and hammers that do not move 25 December birthday of god sun
721478,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joe Biden has been president for two months and has already made more air force trips than Trump.
828929,dummy,dummy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,It is usually useless to try to talk about facts to people who are enjoying a sense of moral superiority in their ignorance Thomas Sowell
64635,THEY WANT US TO HATE EACH OTHER\nDON'T LET THEM WIN\n,https://www.facebook.com/photo.php?fbid=286198146847420&set=pb.100063717099769.-2207520000..&type=3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,they want us to hate each other do not let them win
63263,TRUMP SAYS HE WOULD K.O. BIDEN IN SECONDS IF THEY HAD A BOXING MATCH\n\nMY MONEY IS ON TRUMP!\nWHO ELSE IS WITH ME?\n,https://www.facebook.com/SilentmajorityDJT/photos/2177436042405821/,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,trump says he would ko biden in seconds if they had a boxing match my money is on trump who else is with me
64365,"Fact Check-No evidence of pandemic 'mass formation psychosis', say experts\nThe \expert\ who said \2 weeks to flatten the curve\\nThe \expert\ who said \Ivermectin is horse medicine\\nThe \expert\ who said \Bandanas slow the spread\nThe \expert\ who said \The vax doesn't affect periods\",https://www.facebook.com/photo.php?fbid=319015266899041&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,fact checkno evidence of pandemic mass formation psychosis say experts the expert who said 2 weeks to flatten the curve the expert who said ivermectin is horse medicine the expert who said bandanas slow the spread the expert who said the vax does not affect periods
65990,"A Ukrainian sailor attempts to sink a\nRussian oligarch's yacht\n\nOn Feb. 21, the day Vladimir Putin ordered troops\ninto eastern Ukraine, the 456-foot My Solaris,...\n\nBecause that's what heroes do",https://www.facebook.com/photo/?fbid=328269422604471&set=g.292754366127634,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,a ukrainian sailor attempts to sink a russian oligarchs yacht on feb 21 the day vladimir putin ordered troops into eastern ukraine the 456foot my solaris because that is what heroes do
64539,"Boy, this Omicron is fast. A few days ago it was discovered I South Africa and literally 2 days later it is\nfound all over the world and all clinics knew how to look for it and what they were looking for, found 2\nright off the bat...\n\nSO IF THE UNVACCINATED CANT TRAVEL WHO IS SPREADING THIS NEW VARIANT AROUND THE WORLD?\n\nASKING FOR A FRIEND\n",https://www.facebook.com/photo.php?fbid=294806335986601&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,boy this omicron is fast a few days ago it was discovered i south africa and literally 2 days later it is found all over the world and all clinics knew how to look for it and what they were looking for found 2 right off the bat so if the unvaccinated cannot travel who is spreading this new variant around the world asking for a friend
64502,WE'RE FIGHTING A BILLION DOLLAR PROPAGANDA\n\nINDUSTRY WITH MEMES HOW COOL IS THAT\n,https://www.facebook.com/photo.php?fbid=296642649136303&set=pb.100063717099769.-2207520000..&type=3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,were fighting a billion dollar propaganda industry with memes how cool is that
63202,HAPPY NEW YEAR!\n\nWHO ELSE THINKS WE ALSO NEED A NEW PRESIDENT?!\n,https://www.facebook.com/SilentmajorityDJT/photos/2273615509454540/,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,happy new year who else thinks we also need a new president
64412,"WHAT DO YOU WANT KID?\nA UNICORN\nBE REALISTIC YOU LITTLE SHIT\nHOW ABOUT A GOVT THAT DOESNT VIOLATE MY RIGHTS\nOH JESUS FUCKING CHRIST, WHAT COLOR UNICORN?\n",https://www.facebook.com/photo.php?fbid=307724708028097&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,what do you want kid a unicorn be realistic you little shit how about a govt that does not violate my rights oh jesus fucking christ what color unicorn
64447,"Big deal Jesus, so your dad sent you here to suffer & die, that's what all the rest of us are doing too\n",https://www.facebook.com/photo.php?fbid=302843861849515&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,big deal jesus so your dad sent you here to suffer  die that is what all the rest of us are doing too
78104,"BUT JESUS, WHAT WOULD YOU DO ABOUT IMMIGRATION?\n\nREMEMBER EVEN HEAVEN HAS A WALL, A GATE AND THERE'S EXTREME VETTING TO GET IN",https://www.facebook.com/rightpatriots/photos/pb.100064494145299.-2207520000./410591295953226/?type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,but jesus what would you do about immigration remember even heaven has a wall a gate and there is extreme vetting to get in
64393,The Flu be like...\n2020 Hold..\n2021 Hold...\n2022 NOW!\n,https://www.facebook.com/photo.php?fbid=311051944362040&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,the flu be like 2020 hold 2021 hold 2022 now
65970,"HOW CAN YOU WIN, RUSSIA?\n\nThe LEGO retailer raised more than $16,000 for Ukraine by selling tiny Molotov cocktails and minifigures of\nVolodymyr Zelensky.",https://www.facebook.com/photo/?fbid=332982162133197&set=g.292754366127634,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,how can you win russia the lego retailer raised more than 16000 for ukraine by selling tiny molotov cocktails and minifigures of volodymyr zelensky
79190,"As Russia Attacks Ukraine, US Army Officers Trained on\nTransgender Identity",https://www.facebook.com/ResistanceFeed/photos/pb.100060243732164.-2207520000./4979873218767739/?type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,as russia attacks ukraine us army officers trained on transgender identity
66060,take out the bodies of comrades\n\nwashing machine,https://www.facebook.com/photo/?fbid=345621550869258&set=g.292754366127634,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,take out the bodies of comrades washing machine
78115,RUSSIA WAS DOING THINGS TRYING TO INFLUENCE OUR ELECTION\n\nYOU MEAN LIKE STAGING RIOTS WITH PAID PROTESTERS PRETENDING TO BE OUTRAGED AMERICANS,https://www.facebook.com/rightpatriots/photos/pb.100064494145299.-2207520000./392710691074620/?type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,russia was doing things trying to influence our election you mean like staging riots with paid protesters pretending to be outraged americans
68348,Man of the people\n\nI know who Harry Redknapp is\n\nI drove past a Nando's last week\n\nI once wrote 'mB' on an email\n\nI met a plumber once \n\nI once went sainsburys to a metro,https://www.facebook.com/photo/?fbid=195879532828092&set=g.442786093284737,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,man of the people i know who harry redknapp is i drove past a nandos last week i once wrote mb on an email i met a plumber once i once went sainsburys to a metro
64485,THEY DON'T HAVE A LIABILITY SHIELD\nMALPASS: PANDEMIC HITTING ALL COUNTRIES\n\nWORLD BANK ADMITS PFIZER WILL ONLY GIVE VACCINES TO COUNTRIES IN WHICH CITIZENS CAN'T SUE THEM FOR INJURIES\n,https://www.facebook.com/photo.php?fbid=298911332242768&set=pb.100063717099769.-2207520000..&type=3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,they do not have a liability shield malpass pandemic hitting all countries world bank admits pfizer will only give vaccines to countries in which citizens cannot sue them for injuries
64901,IF JOE BIDEN WAS SERIOUS HE WOULDN'T HAVE SENT HER TO THE MUNICH SECURITY CONFERENCE\n\nAND THEN AFTERWARDS SHE ACTED LIKE SHE WAS HOSTING SESAME STREET.,https://www.facebook.com/photo/?fbid=3207926549528595&set=g.382633808973511,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,if joe biden was serious he would not have sent her to the munich security conference and then afterwards she acted like she was hosting sesame street
63575,My rights don't end where your fear begins\n\nSo go fuck yourself\n,https://www.facebook.com/www.russiatruth.co/photos/4306011962781005/,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,my rights do not end where your fear begins so go fuck yourself
64497,"WHEN SIX CORPORATIONS OWN EVERY SINGLE NEWSPAPER, RADIO STATION, AND TV CHANNEL\n\nIT'S ALL FAKE NEWS BUDDY!\n",https://www.facebook.com/photo.php?fbid=297409459059622&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,when six corporations own every single newspaper radio station and tv channel its all fake news buddy
71783,"AVERAGE 911 RESPONSE TIME:\n\n10 MINUTES\n\nAVERAGE AR-15 RESPONSE TIME:\n\n2,968 FEET PER SECOND",https://www.facebook.com/2ndamendmentmovie/photos/pb.100063876663293.-2207520000./123806476152155/?type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,average 911 response time 10 minutes average ar15 response time 2968 feet per second
71031,The year is 2036.\nThe 22nd amendment is repealed.\nPresident Trump is on his 5th term.\nSpace Force has defeated illegal aliens Democrats are still investigating Russia.,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,the year is 2036 the 22nd amendment is repealed president trump is on his 5th term space force has defeated illegal aliens democrats are still investigating russia
64719,"SORRY FOLKS, DISNEY WORLD'S CLOSED....\n\nIT'S RUN BY PEDOPHILES AND PERVERTS",https://www.facebook.com/photo/?fbid=5269875493051024&set=g.382633808973511,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,sorry folks disney worlds closed its run by pedophiles and perverts
63213,"\You have people who want to come to Florida to vacation, to buy homes – you don't have the opposite where people are leaving free states to try to go to New York or some of these other places.\\n- Florida Gov. Ron DeSantis\n",https://www.facebook.com/SilentmajorityDJT/photos/2256342281181863/,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,you have people who want to come to florida to vacation to buy homes – you do not have the opposite where people are leaving free states to try to go to new york or some of these other places  florida gov ron desantis
63560,The corporate press has spent more time lying about the Kyle Rittenhouse case\nthan they spent reporting a worldwide pedophilia ring\n,https://www.facebook.com/www.russiatruth.co/photos/4505551789493687/,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,the corporate press has spent more time lying about the kyle rittenhouse case than they spent reporting a worldwide pedophilia ring
64500,"THIS JUST IN:\n\nALL GUNS HAVE MAGICALLY BEEN BANNED FROM SOCIETY\n\nTHIS ALSO JUST IN:\n\nAUTHORITES NOW REPORTING A SPIKE IN VIOLENT CRIMES WITH KNIVES, EXPLOSIVES AND AUTOMOBILES\n\n",https://www.facebook.com/photo.php?fbid=296976295769605&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,this just in all guns have magically been banned from society this also just in authorites now reporting a spike in violent crimes with knives explosives and automobiles
63600,HUNTER'S LAPTOP IS REAL! CRANK UP THE COVID STORIES!\n\nCRANK UP THE COVID!!!\n,https://www.facebook.com/www.russiatruth.co/photos/3428780020504208/,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,hunters laptop is real crank up the covid stories crank up the covid
68901,"If you're paddling upstream in a canoe and a wheel falls off, how many pancakes fit in a doghouse?\n\nNone ! \nCause Ice cream doesn't have bones",https://www.facebook.com/Extortion17DemandaCongressionalHearing/photos/pb.100068927876265.-2207520000./1509869372500261/?type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,if you are paddling upstream in a canoe and a wheel falls off how many pancakes fit in a doghouse none  because ice cream does not have bones
64555,On the FIRST day of the Ghislaine Maxwell trial\nThe CEO of Twitter resigned\nThe CFO of Walmart resigned\nThe CEO of CNBC resigned\n,https://www.facebook.com/photo.php?fbid=293803026086932&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,on the first day of the ghislaine maxwell trial the ceo of twitter resigned the cfo of walmart resigned the ceo of cnbc resigned
64463,"@ChrisCuomo says he can get me blessed by Pope Francis thanks to my \giant baby head\. Let's try it, shall we??\n",https://www.facebook.com/photo.php?fbid=301802415286993&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, says he can get me blessed by pope francis thanks to my giant baby head let us try it shall we
64584,"DAD, THEY SAY THERE IS A NEW SUPER VARIANT\n\nSHOULD WE WEAR A MASK AND GET VAXXED? NO, \n\nSON... IT DOESN'T MATTER WHAT WE DO\n\nTHEY'LL JUST MOVE THE GOAL POSTS AGAIN, CLAIM THERE IS A NEW CONTAGIOUS VARIANT AND THE CYCLE WILL START ALL OVER BECAUSE IT'S NOT ABOUT DEFEATING A VIRUS, IT'S ABOUT MAINTAINING FEAR",https://www.facebook.com/photo.php?fbid=290002873133614&set=pb.100063717099769.-2207520000..&type=3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,dad they say there is a new super variant should we wear a mask and get vaxxed no son it does not matter what we do they will just move the goal posts again claim there is a new contagious variant and the cycle will start all over because its not about defeating a virus its about maintaining fear
66011,Russia wanting to kill Ukraine\n\nThe Ukrainian government reacting with memes,https://www.facebook.com/photo/?fbid=325958992835514&set=g.292754366127634,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,russia wanting to kill ukraine the ukrainian government reacting with memes
64652,GOD SENT TRUMP TO US\n\nIT'S COOL THAT YOU'RE SO OPEN WITH YOUR MENTAL ILLNESS\n,https://www.facebook.com/photo.php?fbid=285459336921301&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,god sent trump to us its cool that you are so open with your mental illness
64417,THE BABIRUSA IS A WILD PIG WHOSE TUSKS CAN GROW SO LONG THEY CURVE BACKWARDS ULTIMATELY IMPALING THEIR SKULLS AND ACCIDENTALLY KILLING THEM UNLIKE JEFFREY EPSTEIN WHO WAS KILLED ON PURPOSE\n,https://www.facebook.com/photo.php?fbid=306671261466775&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,the babirusa is a wild pig whose tusks can grow so long they curve backwards ultimately impaling their skulls and accidentally killing them unlike jeffrey epstein who was killed on purpose
64364,"Aldous Huxley, writer of 'Brave New World' asked for LSD on his deathbed. He died hallucinating.\n",https://www.facebook.com/photo.php?fbid=319023006898267&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,aldous huxley writer of brave new world asked for lsd on his deathbed he died hallucinating
71021,BABY ELEPHANTS ARE BORN WEIGHING 250 LBS\n\nTHEY ARE THE BIGGEST BABIES ON EARTH EXCEPT FOR THE DEMOCRATS,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,baby elephants are born weighing 250 lbs they are the biggest babies on earth except for the democrats
70705,TRUMP CURES CANCER!\n\nDEMOCRATS ARE OUTRAGED!,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,trump cures cancer democrats are outraged
64475,I NOTICED YOU SAID MERRY CHRISTMAS INSTEAD OF HAPPY HOLIDAYS \n\nI ALSO LIKE TO LIVE DANGEROUSLY\n,https://www.facebook.com/photo.php?fbid=300182225449012&set=pb.100063717099769.-2207520000..&type=3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,i noticed you said merry christmas instead of happy holidays i also like to live dangerously
